37.4	58.8	3.6	7.96E+02	2.15E+01	7.52E+02	6.90E+03
37.5	58.2	3.6	7.98E+02	2.16E+01	7.53E+02	6.91E+03
37.6	57.6	3.5	7.99E+02	2.16E+01	7.55E+02	6.93E+03
37.7	57.1	3.5	8.01E+02	2.16E+01	7.56E+02	6.94E+03
37.8	56.5	3.5	8.03E+02	2.17E+01	7.58E+02	6.96E+03
37.9	56.0	3.4	8.04E+02	2.17E+01	7.60E+02	6.97E+03
38      55.5	3.4	8.06E+02	2.18E+01	7.61E+02	6.98E+03
38.1	55.0	3.4	8.08E+02	2.18E+01	7.63E+02	7.00E+03
38.2	54.4	3.3	8.09E+02	2.19E+01	7.64E+02	7.01E+03
38.3	53.9	3.3	8.11E+02	2.19E+01	7.66E+02	7.03E+03
38.4	53.4	3.3	8.13E+02	2.20E+01	7.67E+02	7.04E+03
38.5	52.9	3.2	8.14E+02	2.20E+01	7.69E+02	7.06E+03
38.6	52.4	3.2	8.16E+02	2.20E+01	7.70E+02	7.07E+03
38.7	51.9	3.2	8.17E+02	2.21E+01	7.72E+02	7.08E+03
38.8	51.5	3.2	8.19E+02	2.21E+01	7.73E+02	7.10E+03
38.9	51.0	3.1	8.20E+02	2.22E+01	7.75E+02	7.11E+03
39      50.5	3.1	8.22E+02	2.22E+01	7.76E+02	7.12E+03
39.1	50.1	3.1	8.24E+02	2.23E+01	7.78E+02	7.14E+03
39.2	49.6	3.0	8.25E+02	2.23E+01	7.79E+02	7.15E+03
39.3	49.2	3.0	8.27E+02	2.23E+01	7.81E+02	7.16E+03
39.4	48.7	3.0	8.28E+02	2.24E+01	7.82E+02	7.18E+03
39.5	48.3	3.0	8.30E+02	2.24E+01	7.84E+02	7.19E+03
39.6	47.8	2.9	8.31E+02	2.25E+01	7.85E+02	7.20E+03
39.7	47.4	2.9	8.33E+02	2.25E+01	7.86E+02	7.22E+03
39.8	47.0	2.9	8.34E+02	2.25E+01	7.88E+02	7.23E+03
39.9	46.6	2.9	8.36E+02	2.26E+01	7.89E+02	7.24E+03
40      46.2	3.0	8.37E+02	2.26E+01	7.90E+02	7.25E+03
40.1	45.7	3.0	8.38E+02	2.27E+01	7.92E+02	7.27E+03
40.2	45.3	3.0	8.40E+02	2.27E+01	7.93E+02	7.28E+03
40.3	44.9	2.9	8.41E+02	2.27E+01	7.94E+02	7.29E+03
40.4	44.5	2.9	8.43E+02	2.28E+01	7.96E+02	7.30E+03
40.5	44.2	2.9	8.44E+02	2.28E+01	7.97E+02	7.31E+03
40.6	43.8	2.9	8.45E+02	2.28E+01	7.98E+02	7.33E+03
40.7	43.4	2.8	8.47E+02	2.29E+01	8.00E+02	7.34E+03
40.8	43.0	2.8	8.48E+02	2.29E+01	8.01E+02	7.35E+03
40.9	42.6	2.8	8.49E+02	2.30E+01	8.02E+02	7.36E+03
41	42.3	2.8	8.51E+02	2.30E+01	8.03E+02	7.37E+03
41.1	41.9	2.7	8.52E+02	2.30E+01	8.05E+02	7.38E+03
41.2	41.5	2.7	8.53E+02	2.31E+01	8.06E+02	7.39E+03
41.3	41.2	2.7	8.55E+02	2.31E+01	8.07E+02	7.41E+03
41.4	40.8	2.7	8.56E+02	2.31E+01	8.08E+02	7.42E+03
41.5	40.5	2.7	8.57E+02	2.32E+01	8.09E+02	7.43E+03
41.6	40.1	2.6	8.58E+02	2.32E+01	8.11E+02	7.44E+03
41.7	39.8	2.6	8.60E+02	2.32E+01	8.12E+02	7.45E+03
41.8	39.4	2.6	8.61E+02	2.33E+01	8.13E+02	7.46E+03
41.9	39.1	2.6	8.62E+02	2.33E+01	8.14E+02	7.47E+03
42	38.8	2.5	8.63E+02	2.33E+01	8.15E+02	7.48E+03
42.1	38.4	2.5	8.64E+02	2.34E+01	8.16E+02	7.49E+03
42.2	38.1	2.5	8.66E+02	2.34E+01	8.18E+02	7.50E+03
42.3	37.8	2.5	8.67E+02	2.34E+01	8.19E+02	7.51E+03
42.4	37.5	2.5	8.68E+02	2.35E+01	8.20E+02	7.52E+03
42.5	37.2	2.4	8.69E+02	2.35E+01	8.21E+02	7.53E+03
42.6	36.9	2.4	8.70E+02	2.35E+01	8.22E+02	7.54E+03
42.7	36.6	2.4	8.71E+02	2.36E+01	8.23E+02	7.55E+03
42.8	36.3	2.4	8.73E+02	2.36E+01	8.24E+02	7.56E+03
42.9	36.0	2.4	8.74E+02	2.36E+01	8.25E+02	7.57E+03
43	35.7	2.3	8.75E+02	2.36E+01	8.26E+02	7.58E+03
43.1	35.4	2.3	8.76E+02	2.37E+01	8.27E+02	7.59E+03
43.2	35.1	2.3	8.77E+02	2.37E+01	8.28E+02	7.60E+03
43.3	34.8	2.3	8.78E+02	2.37E+01	8.29E+02	7.61E+03
43.4	34.5	2.3	8.79E+02	2.38E+01	8.30E+02	7.62E+03
43.5	34.2	2.2	8.80E+02	2.38E+01	8.31E+02	7.63E+03
43.6	33.9	2.2	8.81E+02	2.38E+01	8.33E+02	7.64E+03
43.7	33.7	2.2	8.83E+02	2.39E+01	8.34E+02	7.65E+03
43.8	33.4	2.2	8.84E+02	2.39E+01	8.35E+02	7.66E+03
43.9	33.1	2.2	8.85E+02	2.39E+01	8.36E+02	7.67E+03
44	32.9	2.2	8.86E+02	2.39E+01	8.37E+02	7.68E+03
44.1	32.6	2.1	8.87E+02	2.40E+01	8.38E+02	7.68E+03
44.2	32.3	2.1	8.88E+02	2.40E+01	8.39E+02	7.69E+03
44.3	32.1	2.1	8.89E+02	2.40E+01	8.39E+02	7.70E+03
44.4	31.8	2.1	8.90E+02	2.41E+01	8.40E+02	7.71E+03
44.5	31.6	2.1	8.91E+02	2.41E+01	8.41E+02	7.72E+03
44.6	31.3	2.1	8.92E+02	2.41E+01	8.42E+02	7.73E+03
44.7	31.1	2.0	8.93E+02	2.41E+01	8.43E+02	7.74E+03
44.8	30.8	2.0	8.94E+02	2.42E+01	8.44E+02	7.75E+03
44.9	30.6	2.0	8.95E+02	2.42E+01	8.45E+02	7.76E+03
45	30.4	2.8	8.96E+02	2.42E+01	8.46E+02	7.76E+03
45.1	30.1	2.8	8.97E+02	2.42E+01	8.47E+02	7.77E+03
45.2	29.9	2.7	8.98E+02	2.43E+01	8.48E+02	7.78E+03
45.3	29.7	2.7	8.99E+02	2.43E+01	8.49E+02	7.79E+03
45.4	29.4	2.7	9.00E+02	2.43E+01	8.50E+02	7.80E+03
45.5	29.2	2.7	9.01E+02	2.43E+01	8.51E+02	7.81E+03
45.6	29.0	2.6	9.02E+02	2.44E+01	8.52E+02	7.82E+03
45.7	28.8	2.6	9.03E+02	2.44E+01	8.53E+02	7.82E+03
45.8	28.5	2.6	9.04E+02	2.44E+01	8.54E+02	7.83E+03
45.9	28.3	2.6	9.05E+02	2.45E+01	8.55E+02	7.84E+03
46	28.1	2.6	9.06E+02	2.45E+01	8.55E+02	7.85E+03
46.1	27.9	2.5	9.07E+02	2.45E+01	8.56E+02	7.86E+03
46.2	27.7	2.5	9.08E+02	2.45E+01	8.57E+02	7.87E+03
46.3	27.5	2.5	9.09E+02	2.46E+01	8.58E+02	7.87E+03
46.4	27.3	2.5	9.09E+02	2.46E+01	8.59E+02	7.88E+03
46.5	27.0	2.5	9.10E+02	2.46E+01	8.60E+02	7.89E+03
46.6	26.8	2.5	9.11E+02	2.46E+01	8.61E+02	7.90E+03
46.7	26.6	2.4	9.12E+02	2.47E+01	8.62E+02	7.91E+03
46.8	26.4	2.4	9.13E+02	2.47E+01	8.62E+02	7.91E+03
46.9	26.2	2.4	9.14E+02	2.47E+01	8.63E+02	7.92E+03
47	26.1	2.4	9.15E+02	2.47E+01	8.64E+02	7.93E+03
47.1	25.9	2.4	9.16E+02	2.48E+01	8.65E+02	7.94E+03
